sym,day,entry_time,entry_px,exit_px,ret_opt_pct,points,reason
ADANIPORTS,2026-06-19,2026-06-19 11:10:00+05:30,1842.5999755859373,1839.3285435267853,-0.20652660704974715,-3.27,sl
ADANIPORTS,2026-07-01,2026-07-01 10:05:00+05:30,1857.699951171875,1850.8571166992188,-0.32100989349780573,-6.84,sl
ADANIPORTS,2026-07-14,2026-07-14 11:10:00+05:30,1834.0,1834.0,-0.1,0.0,sl
ADANIPORTS,2026-07-16,2026-07-16 10:40:00+05:30,1838.300048828125,1847.071515764509,0.18629059577001061,8.77,tp
ADANIPORTS,2026-07-31,2026-07-31 12:10:00+05:30,1680.5999755859375,1686.7428676060267,0.11931067866215511,6.14,tp
ADANIPORTS,2026-08-20,2026-08-20 10:10:00+05:30,1695.4000244140625,1692.5643136160713,-0.2003554591420229,-2.84,sl
ALKEM,2026-06-08,2026-06-08 11:15:00+05:30,5374.0,5374.0,-0.1,0.0,sl
ALKEM,2026-06-10,2026-06-10 10:45:00+05:30,5456.0,5437.857142857143,-0.2995182237117693,-18.14,sl
ALKEM,2026-06-19,2026-06-19 11:20:00+05:30,5383.5,5397.642857142857,0.057624487521391834,14.14,tp
ALKEM,2026-06-23,2026-06-23 09:25:00+05:30,5477.5,5477.5,-0.1,0.0,sl
ALKEM,2026-07-24,2026-07-24 12:40:00+05:30,5621.0,5634.5,0.044102472869596156,13.5,tp
ALKEM,2026-07-30,2026-07-30 09:35:00+05:30,5799.0,5839.642857142857,0.3205158524868793,40.64,tp
AMBER,2026-06-01,2026-06-01 12:45:00+05:30,7756.5,7756.5,-0.1,0.0,sl
AMBER,2026-06-04,2026-06-04 09:20:00+05:30,7614.5,7614.5,-0.1,0.0,sl
AMBER,2026-06-05,2026-06-05 10:05:00+05:30,7707.0,7769.5,0.38657065005838853,62.5,tp
AMBER,2026-06-10,2026-06-10 09:25:00+05:30,7803.5,7779.392857142857,-0.28535638770149124,-24.11,sl
AMBER,2026-06-16,2026-06-16 09:25:00+05:30,7738.5,7706.285714285715,-0.3497715504112062,-32.21,sl
AMBER,2026-06-17,2026-06-17 11:30:00+05:30,7920.0,7899.25,-0.25719696969696965,-20.75,sl
AMBER,2026-06-18,2026-06-18 09:25:00+05:30,7998.5,7998.5,-0.1,0.0,sl
AMBER,2026-06-30,2026-06-30 11:55:00+05:30,7513.5,7494.178571428572,-0.2542936999115867,-19.32,sl
AMBER,2026-07-03,2026-07-03 12:00:00+05:30,7513.0,7493.607142857143,-0.25487440816869594,-19.39,sl
AMBER,2026-07-06,2026-07-06 09:45:00+05:30,7560.0,7560.0,-0.1,0.0,sl
AMBER,2026-07-09,2026-07-09 10:05:00+05:30,7669.0,7627.821428571428,-0.42216902930164213,-41.18,sl
AMBER,2026-07-10,2026-07-10 11:55:00+05:30,7825.0,7808.964285714285,-0.22295755362848313,-16.04,sl
AMBER,2026-07-13,2026-07-13 10:00:00+05:30,7932.5,7900.785714285715,-0.33988113997568475,-31.71,sl
AMBER,2026-07-16,2026-07-16 11:45:00+05:30,8010.0,7973.25,-0.3752808988764045,-36.75,sl
AMBER,2026-07-29,2026-07-29 09:30:00+05:30,7343.0,7314.107142857143,-0.33608490107196143,-28.89,sl
AMBER,2026-07-30,2026-07-30 09:30:00+05:30,7478.5,7452.464285714285,-0.3088845165665415,-26.04,sl
AMBER,2026-08-05,2026-08-05 09:35:00+05:30,7469.0,7469.0,-0.1,0.0,sl
AMBER,2026-08-13,2026-08-13 12:35:00+05:30,7115.0,7162.571428571428,0.3011645417126783,47.57,tp
AMBER,2026-08-14,2026-08-14 10:15:00+05:30,7332.5,7268.392857142857,-0.6245725975354364,-64.11,sl
AMBER,2026-08-17,2026-08-17 12:25:00+05:30,7332.5,7317.392857142857,-0.22361794359748885,-15.11,sl
AMBER,2026-08-20,2026-08-20 12:20:00+05:30,7333.0,7324.107142857143,-0.17276304767099593,-8.89,sl
AMBUJACEM,2026-06-12,2026-06-12 11:40:00+05:30,411.1499938964844,410.39998735700334,-0.20945006211088962,-0.75,sl
AMBUJACEM,2026-07-02,2026-07-02 10:40:00+05:30,429.4500122070313,429.4500122070313,-0.1,0.0,sl
AMBUJACEM,2026-07-03,2026-07-03 09:30:00+05:30,437.2000122070313,435.77858407156816,-0.2950724742601394,-1.42,sl
AMBUJACEM,2026-07-09,2026-07-09 12:25:00+05:30,426.5499877929688,428.07856096540183,0.11501440152542294,1.53,tp
AMBUJACEM,2026-07-10,2026-07-10 09:20:00+05:30,434.8999938964844,437.4285670689174,0.24884891348628752,2.53,tp
AMBUJACEM,2026-07-15,2026-07-15 10:30:00+05:30,437.75,436.6607142857143,-0.249302439422372,-1.09,sl
AMBUJACEM,2026-07-20,2026-07-20 12:55:00+05:30,438.6499938964844,437.8035670689174,-0.21577706682016523,-0.85,sl
AMBUJACEM,2026-07-21,2026-07-21 10:30:00+05:30,443.7999877929688,442.63212803431924,-0.2578900122720651,-1.17,sl
AMBUJACEM,2026-07-27,2026-07-27 09:25:00+05:30,430.3500061035156,430.3500061035156,-0.1,0.0,sl
AMBUJACEM,2026-07-29,2026-07-29 12:00:00+05:30,439.75,442.50714111328125,0.276187531090108,2.76,tp
AMBUJACEM,2026-08-03,2026-08-03 11:00:00+05:30,443.0499877929688,441.4249877929688,-0.3200654614295135,-1.62,sl
AMBUJACEM,2026-08-05,2026-08-05 10:00:00+05:30,448.25,447.5,-0.20039040713887338,-0.75,time
AMBUJACEM,2026-08-20,2026-08-20 11:35:00+05:30,413.0,414.25,0.08159806295399516,1.25,time
APLAPOLLO,2026-06-17,2026-06-17 11:10:00+05:30,1862.0,1870.3285609654017,0.1683746820215377,8.33,tp
APLAPOLLO,2026-06-18,2026-06-18 12:35:00+05:30,1861.0,1858.114292689732,-0.19303731252878742,-2.89,sl
APLAPOLLO,2026-07-10,2026-07-10 09:30:00+05:30,1823.800048828125,1818.4714878627233,-0.2753008275932079,-5.33,sl
APLAPOLLO,2026-07-15,2026-07-15 11:55:00+05:30,1821.9000244140625,1821.9000244140625,-0.1,0.0,sl
APLAPOLLO,2026-07-23,2026-07-23 09:25:00+05:30,1839.0,1839.0,-0.1,0.0,sl
APLAPOLLO,2026-07-24,2026-07-24 12:50:00+05:30,1832.4000244140625,1829.2357439313616,-0.20361101638969975,-3.16,sl
APLAPOLLO,2026-07-27,2026-07-27 09:55:00+05:30,1850.5999755859373,1861.0571114676338,0.23904039834602128,10.46,tp
APLAPOLLO,2026-07-30,2026-07-30 11:15:00+05:30,1881.9000244140625,1881.9000244140625,-0.1,0.0,sl
APLAPOLLO,2026-08-06,2026-08-06 10:00:00+05:30,1974.0999755859373,1987.2428501674106,0.2994592394715666,13.14,tp
APLAPOLLO,2026-08-10,2026-08-10 11:50:00+05:30,1980.0,1987.0857456752233,0.1147195659158569,7.09,tp
APLAPOLLO,2026-08-13,2026-08-13 11:50:00+05:30,2053.89990234375,2046.928466796875,-0.3036545852771036,-6.97,sl
APLAPOLLO,2026-08-14,2026-08-14 12:35:00+05:30,2084.0,2078.94287109375,-0.24559872090930904,-5.06,sl
APLAPOLLO,2026-08-17,2026-08-17 09:20:00+05:30,2109.199951171875,2101.2285505022323,-0.3267608814957654,-7.97,sl
APOLLOHOSP,2026-06-08,2026-06-08 09:20:00+05:30,8340.5,8340.5,-0.1,0.0,sl
APOLLOHOSP,2026-06-09,2026-06-09 11:00:00+05:30,8469.5,8455.714285714286,-0.19766135629527434,-13.79,sl
APOLLOHOSP,2026-06-25,2026-06-25 11:10:00+05:30,8665.5,8665.5,-0.1,0.0,sl
APOLLOHOSP,2026-06-30,2026-06-30 12:50:00+05:30,8717.0,8711.107142857143,-0.14056113669512596,-5.89,sl
APOLLOHOSP,2026-07-02,2026-07-02 12:10:00+05:30,8686.5,8677.285714285714,-0.16364555837876868,-9.21,sl
APOLLOHOSP,2026-07-03,2026-07-03 09:30:00+05:30,8831.0,8803.464285714286,-0.2870844589675943,-27.54,sl
APOLLOHOSP,2026-07-09,2026-07-09 09:40:00+05:30,8896.0,8864.57142857143,-0.3119732785200358,-31.43,sl
APOLLOHOSP,2026-07-15,2026-07-15 09:20:00+05:30,8986.0,8970.92857142857,-0.20063273027885165,-15.07,sl
APOLLOHOSP,2026-07-20,2026-07-20 12:30:00+05:30,8904.5,8922.142857142857,0.018880501832939857,17.64,tp
APOLLOHOSP,2026-07-28,2026-07-28 10:45:00+05:30,8882.5,8869.82142857143,-0.18564191226729398,-12.68,sl
APOLLOHOSP,2026-08-05,2026-08-05 11:00:00+05:30,8958.0,8938.892857142857,-0.22797818390584806,-19.11,sl
APOLLOHOSP,2026-08-06,2026-08-06 10:25:00+05:30,9011.5,8997.357142857143,-0.1941653918405829,-14.14,sl
APOLLOHOSP,2026-08-13,2026-08-13 09:20:00+05:30,8779.0,8740.67857142857,-0.3619074740045291,-38.32,sl
APOLLOHOSP,2026-08-14,2026-08-14 09:35:00+05:30,8762.0,8829.642857142857,0.36320148694035753,67.64,tp
APOLLOTYRE,2026-06-02,2026-06-02 12:45:00+05:30,388.75,387.6642848423549,-0.2675701851027803,-1.09,sl
APOLLOTYRE,2026-06-04,2026-06-04 11:20:00+05:30,397.3500061035156,396.11785888671875,-0.2860546920151624,-1.23,sl
APOLLOTYRE,2026-06-09,2026-06-09 12:30:00+05:30,388.5,388.5,-0.1,0.0,sl
APOLLOTYRE,2026-06-12,2026-06-12 09:20:00+05:30,392.5499877929688,390.7321297781808,-0.3778537365406915,-1.82,sl
APOLLOTYRE,2026-06-15,2026-06-15 09:50:00+05:30,414.3500061035156,411.75000653948103,-0.4764932340874697,-2.6,sl
APOLLOTYRE,2026-06-16,2026-06-16 09:25:00+05:30,418.7999877929688,417.06784711565297,-0.34815769739307345,-1.73,sl
APOLLOTYRE,2026-06-17,2026-06-17 09:20:00+05:30,428.7000122070313,433.60001918247775,0.585795218463408,4.9,tp
APOLLOTYRE,2026-06-22,2026-06-22 11:40:00+05:30,432.0,432.0,-0.1,0.0,sl
APOLLOTYRE,2026-06-24,2026-06-24 11:50:00+05:30,427.2000122070313,427.2000122070313,-0.1,0.0,sl
APOLLOTYRE,2026-06-25,2026-06-25 09:30:00+05:30,434.2000122070313,437.72143990652916,0.38660906501570447,3.52,tp
APOLLOTYRE,2026-06-30,2026-06-30 12:00:00+05:30,430.0,428.9000004359654,-0.2534883112606405,-1.1,sl
APOLLOTYRE,2026-07-02,2026-07-02 09:20:00+05:30,437.9500122070313,437.9500122070313,-0.1,0.0,sl
APOLLOTYRE,2026-07-15,2026-07-15 11:00:00+05:30,433.0,432.0500030517578,-0.23163929998737007,-0.95,sl
APOLLOTYRE,2026-07-23,2026-07-23 10:00:00+05:30,430.0,430.0,-0.1,0.0,time
APOLLOTYRE,2026-07-28,2026-07-28 12:25:00+05:30,424.8500061035156,424.16429138183594,-0.19684096200944082,-0.69,sl
APOLLOTYRE,2026-07-31,2026-07-31 12:15:00+05:30,432.3999938964844,430.97142246791293,-0.298229155698847,-1.43,sl
APOLLOTYRE,2026-08-05,2026-08-05 09:35:00+05:30,447.0,450.90714372907365,0.42444882269445,3.91,tp
APOLLOTYRE,2026-08-14,2026-08-14 11:35:00+05:30,445.8500061035156,445.02857099260603,-0.21054414260371765,-0.82,sl
APOLLOTYRE,2026-08-20,2026-08-20 12:05:00+05:30,432.0499877929688,432.0499877929688,-0.1,0.0,sl
ASHOKLEY,2026-06-17,2026-06-17 09:25:00+05:30,159.86000061035156,159.3835721697126,-0.2788171295458275,-0.48,sl
ASHOKLEY,2026-06-24,2026-06-24 10:50:00+05:30,155.0,154.4171415056501,-0.3256226429741519,-0.58,sl
ASHOKLEY,2026-06-25,2026-06-25 09:20:00+05:30,158.75999450683594,159.87713841029577,0.3222010363240714,1.12,tp
ASHOKLEY,2026-07-01,2026-07-01 09:20:00+05:30,161.16000366210938,160.49286215645927,-0.3483773233396719,-0.67,sl
ASHOKLEY,2026-07-02,2026-07-02 11:55:00+05:30,165.0,165.0,-0.1,0.0,sl
ASHOKLEY,2026-07-03,2026-07-03 10:10:00+05:30,166.22999572753906,167.25428336007255,0.2697122031618247,1.02,tp
ASHOKLEY,2026-07-08,2026-07-08 12:55:00+05:30,163.44000244140625,163.44000244140625,-0.1,0.0,sl
ASHOKLEY,2026-07-28,2026-07-28 11:00:00+05:30,156.3300018310547,157.11285836356026,0.20046306787034007,0.78,tp
ASHOKLEY,2026-07-31,2026-07-31 09:35:00+05:30,162.47999572753906,164.20428248814173,0.5367381115004843,1.72,tp
ASHOKLEY,2026-08-03,2026-08-03 11:25:00+05:30,173.9499969482422,173.9499969482422,-0.1,0.0,sl
ASHOKLEY,2026-08-05,2026-08-05 09:25:00+05:30,176.8800048828125,176.168573651995,-0.3413267337782531,-0.71,sl
ASHOKLEY,2026-08-13,2026-08-13 09:25:00+05:30,180.72000122070312,182.22857012067522,0.4008528850538552,1.51,tp
ASIANPAINT,2026-06-04,2026-06-04 09:30:00+05:30,2691.39990234375,2682.671369280134,-0.2945872047334522,-8.73,sl
ASIANPAINT,2026-06-09,2026-06-09 11:40:00+05:30,2689.199951171875,2685.049961635045,-0.19259236082512313,-4.15,sl
ASIANPAINT,2026-06-12,2026-06-12 10:35:00+05:30,2736.60009765625,2730.971522739955,-0.2234065931909176,-5.63,sl
ASIANPAINT,2026-07-01,2026-07-01 12:00:00+05:30,2712.60009765625,2706.9286760602677,-0.22544617101981035,-5.67,sl
ASIANPAINT,2026-08-10,2026-08-10 11:30:00+05:30,2743.39990234375,2743.39990234375,-0.1,0.0,sl
ASTRAL,2026-06-15,2026-06-15 11:30:00+05:30,1535.0,1542.2713971819196,0.1842239940815483,7.27,tp
ASTRAL,2026-06-23,2026-06-23 09:20:00+05:30,1571.0999755859375,1567.3999633789062,-0.24130274067319007,-3.7,sl
ASTRAL,2026-07-02,2026-07-02 12:25:00+05:30,1367.0,1370.657191685268,0.06052048362551088,3.66,tp
ASTRAL,2026-07-14,2026-07-14 09:35:00+05:30,1370.9000244140625,1370.9000244140625,-0.1,0.0,sl
ASTRAL,2026-07-16,2026-07-16 11:00:00+05:30,1378.300048828125,1388.000034877232,0.32225868267309504,9.7,tp
ASTRAL,2026-07-21,2026-07-21 11:25:00+05:30,1411.300048828125,1408.2571759905134,-0.2293646736626259,-3.04,sl
ASTRAL,2026-07-22,2026-07-22 12:05:00+05:30,1438.5,1438.5,-0.1,0.0,sl
ASTRAL,2026-07-24,2026-07-24 11:05:00+05:30,1431.199951171875,1441.7856619698662,0.3437833073983908,10.59,tp
ASTRAL,2026-08-06,2026-08-06 12:30:00+05:30,1449.0,1453.4000069754463,0.08219490581558306,4.4,tp
ASTRAL,2026-08-12,2026-08-12 11:40:00+05:30,1445.699951171875,1448.0,-0.004542481601638225,2.3,time
ASTRAL,2026-08-13,2026-08-13 09:15:00+05:30,1548.0,1568.3142787388392,0.6873751449162488,20.31,tp
ASTRAL,2026-08-19,2026-08-19 09:50:00+05:30,1529.5,1524.5642961774554,-0.2936202872524855,-4.94,sl
AUROPHARMA,2026-06-04,2026-06-04 11:40:00+05:30,1462.5999755859375,1467.9856828962054,0.12093699166555645,5.39,tp
AUROPHARMA,2026-06-05,2026-06-05 09:20:00+05:30,1494.0999755859375,1488.449942452567,-0.326893777887442,-5.65,sl
AUROPHARMA,2026-06-19,2026-06-19 10:40:00+05:30,1473.5999755859375,1468.4571271623884,-0.30939936924893974,-5.14,sl
AUROPHARMA,2026-06-23,2026-06-23 09:20:00+05:30,1524.699951171875,1519.2356567382812,-0.3150309415066457,-5.46,sl
AUROPHARMA,2026-06-25,2026-06-25 09:50:00+05:30,1556.0,1551.1642804827009,-0.28646733357194626,-4.84,sl
AUROPHARMA,2026-06-30,2026-06-30 12:45:00+05:30,1586.0,1582.2285679408483,-0.24267712708014078,-3.77,sl
AUROPHARMA,2026-07-03,2026-07-03 09:20:00+05:30,1577.800048828125,1586.4286411830358,0.22812493679358684,8.63,tp
AUROPHARMA,2026-07-09,2026-07-09 10:20:00+05:30,1597.0,1590.5428641183037,-0.34259746581200995,-6.46,sl
AUROPHARMA,2026-07-20,2026-07-20 12:30:00+05:30,1567.9000244140625,1568.800048828125,-0.06555809426437709,0.9,time
AUROPHARMA,2026-07-24,2026-07-24 09:30:00+05:30,1535.199951171875,1535.199951171875,-0.1,0.0,sl
AUROPHARMA,2026-07-29,2026-07-29 09:25:00+05:30,1571.9000244140625,1566.914306640625,-0.29030667457223164,-4.99,sl
AUROPHARMA,2026-08-05,2026-08-05 10:10:00+05:30,1615.0999755859375,1606.228524344308,-0.4295691180384452,-8.87,sl
AUROPHARMA,2026-08-07,2026-08-07 10:35:00+05:30,1626.5999755859375,1620.4285452706474,-0.32764405783543654,-6.17,sl
AXISBANK,2026-06-03,2026-06-03 12:30:00+05:30,1252.800048828125,1252.800048828125,-0.1,0.0,sl
AXISBANK,2026-06-10,2026-06-10 10:05:00+05:30,1305.0,1300.778555733817,-0.29408939154864233,-4.22,sl
AXISBANK,2026-06-12,2026-06-12 11:25:00+05:30,1332.5,1330.171421595982,-0.20485156040605879,-2.33,sl
AXISBANK,2026-06-24,2026-06-24 11:00:00+05:30,1379.300048828125,1379.300048828125,-0.1,0.0,sl
AXISBANK,2026-06-29,2026-06-29 10:20:00+05:30,1390.300048828125,1386.0071847098213,-0.2852634956859318,-4.29,sl
AXISBANK,2026-07-15,2026-07-15 09:15:00+05:30,1336.5,1345.5143171037946,0.30468314719616657,9.01,tp
AXISBANK,2026-07-31,2026-07-31 09:15:00+05:30,1238.5,1235.97855922154,-0.2221529646407712,-2.52,sl
AXISBANK,2026-08-03,2026-08-03 09:25:00+05:30,1242.4000244140625,1240.0357230050224,-0.21418068396232334,-2.36,sl
AXISBANK,2026-08-18,2026-08-18 11:35:00+05:30,1239.5999755859375,1237.557120186942,-0.19887974052418878,-2.04,sl
BAJAJ-AUTO,2026-06-04,2026-06-04 10:00:00+05:30,10354.0,10414.57142857143,0.2510030629984316,60.57,tp
BAJAJ-AUTO,2026-06-09,2026-06-09 11:15:00+05:30,10335.0,10313.785714285714,-0.22315985900891863,-21.21,sl
BAJAJ-AUTO,2026-06-11,2026-06-11 12:30:00+05:30,10249.0,10233.642857142857,-0.1899042415287918,-15.36,sl
BAJAJ-AUTO,2026-07-07,2026-07-07 09:20:00+05:30,10129.0,10111.0,-0.20662454339026556,-18.0,sl
BAJAJ-AUTO,2026-07-08,2026-07-08 11:20:00+05:30,10200.5,10178.42857142857,-0.22982556877464447,-22.07,sl
BAJAJ-AUTO,2026-07-09,2026-07-09 12:20:00+05:30,10246.5,10220.25,-0.2537110232762407,-26.25,sl
BAJAJ-AUTO,2026-07-22,2026-07-22 12:50:00+05:30,10964.0,10964.0,-0.1,0.0,sl
BAJAJ-AUTO,2026-07-23,2026-07-23 09:15:00+05:30,11106.0,11080.892857142857,-0.23564096627305842,-25.11,sl
BAJAJ-AUTO,2026-07-28,2026-07-28 12:40:00+05:30,11306.0,11334.57142857143,0.05162619089737848,28.57,tp
BAJAJ-AUTO,2026-07-31,2026-07-31 11:30:00+05:30,11557.5,11557.5,-0.1,0.0,sl
BAJAJ-AUTO,2026-08-05,2026-08-05 10:30:00+05:30,11705.0,11705.0,-0.1,0.0,sl
BAJAJ-AUTO,2026-08-10,2026-08-10 10:50:00+05:30,11760.0,11760.0,-0.1,0.0,sl
BAJAJ-AUTO,2026-08-14,2026-08-14 10:45:00+05:30,11755.0,11733.357142857143,-0.21046970893844436,-21.64,sl
BAJAJ-AUTO,2026-08-19,2026-08-19 12:00:00+05:30,11707.0,11688.785714285714,-0.19335074253499393,-18.21,sl
BAJAJFINSV,2026-06-05,2026-06-05 10:05:00+05:30,1735.699951171875,1728.7713971819196,-0.33950754801637834,-6.93,sl
BAJAJFINSV,2026-07-02,2026-07-02 09:35:00+05:30,1819.0,1819.0,-0.1,0.0,sl
BAJAJFINSV,2026-07-07,2026-07-07 12:45:00+05:30,1891.5999755859373,1891.5999755859373,-0.1,0.0,sl
BAJAJFINSV,2026-07-09,2026-07-09 11:10:00+05:30,1879.5999755859373,1890.2713797433032,0.24064921140593085,10.67,tp
BAJAJFINSV,2026-07-21,2026-07-21 10:25:00+05:30,1893.0,1887.7214181082588,-0.267308459326186,-5.28,sl
BAJAJFINSV,2026-07-23,2026-07-23 11:55:00+05:30,1899.5999755859373,1896.2142595563614,-0.20693986333195838,-3.39,sl
BAJAJFINSV,2026-07-31,2026-07-31 09:40:00+05:30,1992.0,1980.5928519112722,-0.44358879785324723,-11.41,sl
BAJAJFINSV,2026-08-10,2026-08-10 11:50:00+05:30,2034.0,2029.7999877929688,-0.22389416539915194,-4.2,sl
BAJAJFINSV,2026-08-13,2026-08-13 12:00:00+05:30,2027.4000244140625,2031.7428501674108,0.02852399233654137,4.34,tp
BAJFINANCE,2026-06-05,2026-06-05 10:05:00+05:30,912.2999877929688,907.5214146205357,-0.4142764377752574,-4.78,sl
BAJFINANCE,2026-06-09,2026-06-09 12:35:00+05:30,883.25,881.4785679408482,-0.22033503939893584,-1.77,sl
BAJFINANCE,2026-06-12,2026-06-12 11:45:00+05:30,892.3499755859375,890.5963963099888,-0.217907502028939,-1.75,sl
BAJFINANCE,2026-06-24,2026-06-24 11:00:00+05:30,979.4000244140624,984.7429112025668,0.22731590700342447,5.34,tp
BAJFINANCE,2026-07-10,2026-07-10 12:35:00+05:30,1017.9000244140624,1021.442879813058,0.10883320448105724,3.54,tp
BAJFINANCE,2026-07-15,2026-07-15 09:15:00+05:30,1032.300048828125,1032.300048828125,-0.1,0.0,sl
